ID Item;REF;DESCRPCION;Unidad
3048;15660                                             ;"TORN.HEX.G5.GALV.RF.5/16""x1_1/4"".";UND 
3049;15585                                             ;"TORN.HEX.G5.GALV.RF.5/16""x2"".";UND 
3050;15118                                             ;"TORN.HEX.G5.GALV.RF.5/16""x3_1/2"".";UND 
123;1333                                              ;"TORN.HEX.G5.GALV.RF.5/8""x1_1/2"".";UND 
3053;5433                                              ;"TORN.HEX.G5.GALV.RF.5/8""x3"".";UND 
3056;8616                                              ;"TORN.HEX.G5.GALV.RF.5/8""x4_1/2"".";UND 
7291;07291                                             ;"TORN.HEX.G5.GALV.RF.5/8""x5_1/2"".";UND 
7487;07487                                             ;"TORN.HEX.G5.GALV.RF.7/8""x 2""";UND 
6847;22805                                             ;"TORN.HEX.G5.GALV.RO 1/4""x1""";UND 
3018;23462                                             ;"TORN.HEX.G5.GALV.RO 5/8""x2"".";UND 
12326;0012326                                           ;"TORN.HEX.G5.GALV.RO.1/2""x1""";UND 
127;2081                                              ;"TORN.HEX.G5.GALV.RO.1/2""x2"".";UND 
3061;16808                                             ;"TORN.HEX.G5.GALV.RO.1/2""x2_1/2"".";UND 
3062;225                                               ;"TORN.HEX.G5.GALV.RO.1/2""x3_1/2"".";UND 
3063;17289                                             ;"TORN.HEX.G5.GALV.RO.1/2""x4"".";UND 
13491;0013491                                           ;"TORN.HEX.G5.GALV.RO.1/4""x1/2"".";UND 
3065;9994                                              ;"TORN.HEX.G5.GALV.RO.1/4""x1_1/2"".";UND 
3066;17323                                             ;"TORN.HEX.G5.GALV.RO.1/4""x1_1/4"".";UND 
3068;17324                                             ;"TORN.HEX.G5.GALV.RO.1/4""x3"".";UND 
125;14334                                             ;"TORN.HEX.G5.GALV.RO.1/4""x3/4"".";UND 
3109;22884                                             ;"TORN.HEX.G5.GALV.RO.3/4""x6"".";UND 
3072;1613                                              ;"TORN.HEX.G5.GALV.RO.3/8""x1""";UND 
3073;9770                                              ;"TORN.HEX.G5.GALV.RO.3/8""x1_1/2"".";UND 
126;9745                                              ;"TORN.HEX.G5.GALV.RO.3/8""x1_1/4"".";UND 
3075;2763                                              ;"TORN.HEX.G5.GALV.RO.3/8""x2_1/2"".";UND 
3076;12432                                             ;"TORN.HEX.G5.GALV.RO.3/8""x3"".";UND 
3077;1318                                              ;"TORN.HEX.G5.GALV.RO.3/8""x3_1/2"".";UND 
3168;10975                                             ;"TORN.HEX.G5.GALV.RO.3/8""x4"".";UND 
3078;12937                                             ;"TORN.HEX.G5.GALV.RO.3/8""x4_1/2"".";UND 
3079;16748                                             ;"TORN.HEX.G5.GALV.RO.3/8""x5"".";UND 
128;8333                                              ;"TORN.HEX.G5.GALV.RO.5/16""x1"".";UND 
3080;11583                                             ;"TORN.HEX.G5.GALV.RO.5/16""x1_1/2"".";UND 
3081;16822                                             ;"TORN.HEX.G5.GALV.RO.5/16""x1_1/4"".";UND 
8537;08537                                             ;"TORN.HEX.G5.GALV.RO.5/16""x2"".";UND 
3082;13880                                             ;"TORN.HEX.G5.GALV.RO.5/16""x2_1/2"".";UND 
3083;15617                                             ;"TORN.HEX.G5.GALV.RO.5/16""x3"".";UND 
3084;15753                                             ;"TORN.HEX.G5.GALV.RO.5/16""x3/4"".";UND 
10442;0010442                                           ;"TORN.HEX.G5.GALV.RO.5/16""x3_1/2"".";UND 
4903;0004903                                           ;"TORN.HEX.G5.GALV.RO.5/16""x4""";UND 
3085;2487                                              ;"TORN.HEX.G5.GALV.RO.5/8""x1_1/2"".";UND 
3088;1152                                              ;"TORN.HEX.G5.GALV.RO.5/8""x3_1/2"".";UND 
3089;254                                               ;"TORN.HEX.G5.GALV.RO.5/8""x5"".";UND 
14595;0014595                                           ;"TORN.HEX.G5.GALV.RO.7/16""x3_1/4"".";UND 
3091;2484                                              ;"TORN.HEX.G5.RF.1""x3_1/2"".";UND 
12753;0012753                                           ;"TORN.HEX.G5.RF.5/16""x4""";UND 
3096;255                                               ;"TORN.HEX.G5.RF.5/8""x2"".";UND 
3097;251                                               ;"TORN.HEX.G5.RF.5/8""x2_1/2"".";UND 
12272;012272                                            ;"TORN.HEX.G5.RF.7/8""x2""";UND 
3100;9542                                              ;"TORN.HEX.G5.RF.7/8""x5_1/2"".";UND 
3101;23003                                             ;"TORN.HEX.G5.RF.9/16""x6"".";UND 
10208;010208                                            ;"TORN.HEX.G5.RO.1/2""x2"".";UND 
3115;1153                                              ;"TORN.HEX.G5.RO.5/8""x2"".";UND 
12644;0012644                                           ;"TORN.HEX.G5.RO.5/8""x4"".";UND 
12304;012304                                            ;"TORN.HEX.G5.RO.5/8""x5"".";UND 
11716;0011716                                           ;"TORN.HEX.G8.1""-12NFx2"".";UND 
8602;0008602                                           ;TORN.HEX.G8.8 GALV.M12-1.75mm x50mm.;UND 
3153;16542                                             ;"TORN.HEX.G8.R0.5/8""x7"".";UND 
3119;2096                                              ;"TORN.HEX.G8.RF.1/2""x2"".";UND 
3120;1958                                              ;"TORN.HEX.G8.RF.1/2""x2_1/2"".";UND 
3123;23765                                             ;"TORN.HEX.G8.RF.1/2""x5""";UND 
9664;09664                                             ;"TORN.HEX.G8.RF.1_1/4""x10"".";UND 
3125;7283                                              ;"TORN.HEX.G8.RF.3/4""x2_1/2"".";UND 
3126;3524                                              ;"TORN.HEX.G8.RF.3/4""x3"".";UND 
3127;11010                                             ;"TORN.HEX.G8.RF.3/4""x3_1/2"".";UND 
6525;7221                                              ;"TORN.HEX.G8.RF.3/8""x1_1/2"".";UND 
6487;26066                                             ;"TORN.HEX.G8.RF.3/8""x3""";UND 
3129;13778                                             ;"TORN.HEX.G8.RF.3/8""x3_1/2"".";UND 
10014;0010014                                           ;"TORN.HEX.G8.RF.5/16""x2_1/2"".";UND 
3130;287                                               ;"TORN.HEX.G8.RF.5/8""x1_1/2"".";UND 
3131;1077                                              ;"TORN.HEX.G8.RF.5/8""x2"".";UND 
3132;1219                                              ;"TORN.HEX.G8.RF.5/8""x2_1/2"".";UND 
3133;0003133                                           ;"TORN.HEX.G8.RF.5/8""x3"".";UND 
12221;0012221                                           ;"TORN.HEX.G8.RF.5/8""x3_1/2"".";UND 
3098;20998                                             ;"TORN.HEX.G8.RF.5/8""x4"".";UND 
13418;0013418                                           ;"TORN.HEX.G8.RF.5/8""x4_1/2""";UND 
14419;0014419                                           ;"TORN.HEX.G8.RF.5/8""x5_1/2""";UND 
3134;8924                                              ;"TORN.HEX.G8.RF.5/8""x7"".";UND 
3155;0003155                                           ;"TORN.HEX.G8.RF.7/8""x3_1/2"".";UND 
3137;9499                                              ;"TORN.HEX.G8.RF.9/16""x1_1/2"".";UND 
14463;0014463                                           ;"TORN.HEX.G8.RF.Ø1""x2"".";UND 
3138;17910                                             ;"TORN.HEX.G8.RO.1""x5"".";UND 
6394;0215                                              ;"TORN.HEX.G8.RO.1/2""x1"".";UND 
3141;0003141                                           ;"TORN.HEX.G8.RO.1/2""x1_1/2"".";UND 
4339;0004339                                           ;"TORN.HEX.G8.RO.1/2""x6"".";UND 
9097;09097                                             ;"TORN.HEX.G8.RO.3/4""x2_1/2"".";UND 
3144;1147                                              ;"TORN.HEX.G8.RO.3/4""x3"".";UND 
9098;0009098                                           ;"TORN.HEX.G8.RO.3/4""x3_1/2"".";UND 
3145;22615                                             ;"TORN.HEX.G8.RO.3/4""x4"".";UND 
14427;0014427                                           ;"TORN.HEX.G8.RO.3/4""x5_1/2"".";UND 
3118;13189                                             ;"TORN.HEX.G8.RO.3/4""x7"".";UND 
6480;3245                                              ;"TORN.HEX.G8.RO.3/8""x2""";UND 
3147;16734                                             ;"TORN.HEX.G8.RO.3/8""x2_1/2"".";UND 
11195;011195                                            ;"TORN.HEX.G8.RO.3/8""x3";UND 
4355;4355                                              ;"TORN.HEX.G8.RO.5/8""x1_1/2"".";UND 
3150;253                                               ;"TORN.HEX.G8.RO.5/8""x2"".";UND 
3151;290                                               ;"TORN.HEX.G8.RO.5/8""x2_1/2"".";UND 
3152;7615                                              ;"TORN.HEX.G8.RO.5/8""x3_1/2"".";UND 
13000;0013000                                           ;"TORN.HEX.G8.RO.5/8""x5_1/2"".";UND 
3149;0003149                                           ;"TORN.HEX.G8.RO.5/8""x6_1/2"".";UND 
3114;0003114                                           ;"TORN.HEX.G8.RO.5/8""x8""";UND 
3154;24060                                             ;"TORN.HEX.G8.RO.5/8""x9"".";UND 
7510;2101095-ADAICO                                    ;TORN.HEX.GALV.M8-1.25mm x30mm 2101095;UND 
3157;1062                                              ;"TORN.HEX.GALV.RF.1/2""x4_1/2"".";UND 
3161;5106                                              ;"TORN.HEX.GALV.RO.1/4""x1_1/2"".";UND 
3162;6718                                              ;"TORN.HEX.GALV.RO.1/4""x2""";UND 
3163;6546                                              ;"TORN.HEX.GALV.RO.1/4""x2_1/2"".";UND 
3165;16765                                             ;"TORN.HEX.GALV.RO.3/16""x1_1/2"".";UND 
3166;1080                                              ;"TORN.HEX.GALV.RO.3/8""x1"".";UND 
3167;273                                               ;"TORN.HEX.GALV.RO.3/8""x1_1/4"".";UND 
3170;12                                                ;"TORN.HEX.GALV.RO.5/16""x2_1/2"".";UND 
4182;04182                                             ;"TORN.HEX.INOX.G5.RO.5/8""x2"".";UND 
3171;272                                               ;"TORN.HEX.INOX.RO.1/2""x1_1/4"".";UND 
4885;0004885                                           ;"TORN.HEX.INOX.RO.1/2""x1-1/2"".";UND 
3174;3859                                              ;"TORN.HEX.INOX.RO.1/4""x1"".";UND 
3175;10                                                ;"TORN.HEX.INOX.RO.1/4""x1_1/4"".";UND 
3176;5838                                              ;"TORN.HEX.INOX.RO.1/4""x2"".";UND 
3178;243                                               ;"TORN.HEX.INOX.RO.3/8""x1"".";UND 
3179;11642                                             ;"TORN.HEX.INOX.RO.3/8""x1_1/2"".";UND 
3180;283                                               ;"TORN.HEX.INOX.RO.3/8""x1_1/4"".";UND 
3182;2507                                              ;"TORN.HEX.INOX.RO.3/8""x3"".";UND 
3184;24946                                             ;"TORN.HEX.INOX.RO.3/8""x3_1/2"".";UND 
3185;10632                                             ;"TORN.HEX.INOX.RO.5/16""x1"".";UND 
9377;0009377                                           ;"TORN.HEX.INOX.RO.5/16""x3"".";UND 
3186;11581                                             ;"TORN.HEX.INOX.RO.5/8""x2"".";UND 
3187;12054                                             ;"TORN.HEX.INOX.RO.5/8""x2_1/2"".";UND 
3188;12052                                             ;"TORN.HEX.INOX.RO.5/8""x3"".";UND 
3190;16505                                             ;"TORN.HEX.INOX.RO.5/8""x5_1/2"".";UND 
3195;21487                                             ;"TORN.LAM.PANDA.PHILLIPS GALV.#14x1"".";UND 
9435;0009435                                           ;"TORN.PRIS.ALLEN CAB.CIL.RO.1/2""x2_1/2"".";UND 
9609;0009609                                           ;"TORN.PRIS.ALLEN CAB.CIL.RO.1/2""x3"".";UND 
2976;21528                                             ;"TORN.PRIS.ALLEN SIN CAB.RO.3/8""x1"".";UND 
2980;21726                                             ;"TORN.PRIS.ALLEN SIN CAB.RO.5/32""x1/2"".";UND 
174;24614                                             ;"ACOPLE MACHO BI AC.INOX.2""x1_1/2""NPT.";UND 
2982;22814                                             ;"TORN.PRIS.ALLEN SIN.CAB.RO.5/16""x1/2""";UND 
3198;7766                                              ;"TORN.PRIS.CAB.CUAD.RO.3/4""x2_1/2"".";UND 
3203;.016495                                           ;TORN.SEGURIDAD KZE 1012-03 JOST.;UND 
9156;0009156                                           ;"TORN.T/BROCA HEX.GALV.1/4""x1"".";UND 
9157;0009157                                           ;"TORN.T/BROCA HEX.GALV.1/4""x3/4"".";UND 
8163;80015-0040 TODCO                                  ;TORNILLO BISAGRA 1/4NCx1_1/4 80015-0040;UND 
6032;06032                                             ;TRABA-ROSCA FUERZA ALTA 277 LOCTITE.;Lt  
11202;FW3719E40-504ZE100-001 FUWA                       ;TREN APOYO ELECTRÓNICO FW3719E40-504ZE10;UND 
12299;SHANDONG SHUIPO                                   ;TREN APOYO HIDR.+UNIDAD PODER SHANDONG S;UND 
234;1092                                              ;"ADAPT.BRONCE OPW PARTE-A 3""NPT.";UND 
13310;HLLGS3A115                                        ;TREN APOYO HLLGS3A115 MARK-V SAF HOLLAND;UND 
11201;FW3519/00-50Y2V601-001                            ;TREN APOYO UNIVERSAL FW3519/00-50Y2V601-;UND 
3206;FW2819E00-5005TE05-001-FUWA / LG61909700-HOLLAND  ;"TREN DE APOYO 19"" 28000KG/80000KG FUWA";UND 
5835;LGS-5A105-9000 HOLLAND                            ;TREN DE APOYO MARK-V SAF HOLLAND;UND 
9582;0009582                                           ;TUBERIA AC. A-572 GR-50 229O.D.x219I.D.;m   
3209;311                                               ;"TUBERIA AC.GALV.1""Ø.";m   
3211;312                                               ;"TUBERIA AC.GALV.1/2""x2.0mm-ESP.AGUA.";m   
3215;314                                               ;"TUBERIA AC.GALV.3/4""Øx2.35mm-ESP.";m   
3217;24341                                             ;"TUBERIA AC.GALV.SCH40 1"".";m   
5589;05589                                             ;"TUBERIA AC.GALV.SCH40 1_1/4""";m   
3213;5127                                              ;"TUBERIA AC.GALV.SCH40 2""Ø (53.65mmØ-INT)";m   
3219;24985                                             ;"TUBERIA AC.GALV.SCH40 3/4""(2.87mmESP)";m   
12504;0012504                                           ;"TUBERIA AC.GALV.SCH80 3/4""Ø S/C.";m   
3220;318                                               ;"TUBERIA AC.INOX.304 SCH10 1""Ø.";m   
3221;2244                                              ;"TUBERIA AC.INOX.304 SCH10 1/2""Ø.";m   
4496;25397                                             ;"ADAPTADOR ALUM.RANURADO 4"" BG4AL BETTS.";UND 
254;20556                                             ;ADAPTADOR PTO ISUZU 40TI7568-1 MUNCIE;UND 
1339;2A5800B1A0A0A0A TRUCK SCALE KIT, LOADMAXX         ;AIR WEIGH 2A5800B1A0A0A0A ESCALA CAMION;UND 
3222;9585                                              ;"TUBERIA AC.INOX.304 SCH10 1_1/2""Ø.";m   
282;20232                                             ;AMORTIGUADOR B-25437 HENDRICKSON.;UND 
14065;0014065                                           ;"TUBERIA AC.INOX.304 SCH10 1_1/4""Ø.";m   
3223;3066                                              ;"TUBERIA AC.INOX.304 SCH10 2""Ø.";m   
316;19351                                             ;ANILLO RETENEDOR SELLO EJE 9Q4976 BETTS.;UND 
13150;0013150                                           ;"TUBERIA AC.INOX.304 SCH10 2_1/2""Ø.";m   
3224;324                                               ;"TUBERIA AC.INOX.304 SCH10 3""Ø.";m   
4416;26453                                             ;ARANDELA ALINEACION SOLDABLE 8mm 20203IH;UND 
3225;320                                               ;"TUBERIA AC.INOX.304 SCH10 3/4""Ø.";m   
3226;2471                                              ;"TUBERIA AC.INOX.304 SCH10 4""Ø.";m   
3227;6353                                              ;"TUBERIA AC.INOX.304 SCH10 6""Ø.";m   
3228;4312                                              ;"TUBERIA AC.INOX.304 SCH40 1""Ø.";m   
383;14003                                             ;ASIENTO DE TEFLON 18897TF BETTS.;UND 
3229;321                                               ;"TUBERIA AC.INOX.304 SCH40 1/2""Ø.";m   
3231;9586                                              ;"TUBERIA AC.INOX.304 SCH40 1_1/2""Ø.";m   
393;7965                                              ;BALANCIN FUNDIDO Y BUJE 0850-00 REYCO.;UND 
3233;7162                                              ;"TUBERIA AC.INOX.304 SCH40 2""Ø.";m   
3234;322                                               ;"TUBERIA AC.INOX.304 SCH40 3""Ø.";m   
3235;12037                                             ;"TUBERIA AC.INOX.304 SCH40 3/4""Ø.";m   
14057;0014057                                           ;"TUBERIA AC.INOX.304 SCH40 3/8""Ø.";m   
3236;3061                                              ;"TUBERIA AC.INOX.304 SCH40 4""Ø.";m   
14896;0014896                                           ;"TUBERIA AC.INOX.304 SCH80 1/2""Ø.";m   
537;13112                                             ;BOMBA HIDRONEUM.450mm 0601020 ADAICO;UND 
13903;0013903                                           ;TUBERIA ALUM. 200mmIDx210mmOD BOMBA HID;UND 
4176;04176                                             ;"TUBERIA ALUM.1_1/2""Øx1.5mm. SIN TEMPLE.";m   
554;24001                                             ;BRAZO INF.INOX.REF-6759SL. BETTS;UND 
556;23964                                             ;BRAZO SUP.INOX.REF-6170SL BETTS.;UND 
4175;19657                                             ;"TUBERIA ALUM.1_1/2""Øx2.77mm. SIN TEMPLE.";m   
4516;AD-4900006 - 1000-060 AAG - 25190 (88.9x5.5mm ESP);"TUBERIA ALUM.3.5""ØEx5.5mmESP.1000-060 AA";m   
587;10694                                             ;BUJE DURALON NYLON EK-6101300.;UND 
7419;448A PREMIER                                      ;BUJE POLIURETANO 448A PREMIER;UND 
3242;2535                                              ;"TUBERIA ALUM.3/8""Ø.";m   
3246;25663                                             ;"TUBERIA ALUM.6061-T0 TC036 2""DEx3.91mmAL";m   
630;19352                                             ;CABLE CONTROL REMOTO 35603SL BETTS.;UND 
3252;11713                                             ;TUBERIA ALUM.6061-T6 TC028 31.8x2.1mmESP;m   
633;20390                                             ;CABLE DIAGNOSTICO 3m 449 639 030 0 WABCO;UND 
3249;11714                                             ;TUBERIA ALUM.LTC-221 25.4x2.5mm.ESP.;m   
3250;14494                                             ;"TUBERIA ALUM.SCH10 4""Ø.";m   
3255;23455-002                                         ;"TUBERIA CERRAMIENTO GALV.1_1/2""x2mm.";m   
3256;23455-001                                         ;"TUBERIA CERRAMIENTO GALV.3/4""x 2mm.";m   
13411;0013411                                           ;TUBERIA CROMADA CK45 58mmIDx70mmOD;m   
130;3052                                              ;"TUBERIA NEGRA AC.1""x2.5mm ESP.";m   
6463;0201196 ADAICO                                    ;CAJA PLASTICA EXTINTOR 715x33 0201196 AD;UND 
6464;0201458 ADAICO                                    ;CAJON PLASTICO NEGRO 1030x500 0201458 AD;UND 
3257;3055                                              ;"TUBERIA NEGRA AC.1/2""x2mm ESP.";m   
129;3053                                              ;"TUBERIA NEGRA AC.1_1/4""x2.5mm ESP.";m   
3260;22214                                             ;"TUBERIA NEGRA AC.2""x2.5mm ESP.";m   
4487;15165                                             ;"TUBERIA NEGRA AC.3""x3.0mmESP";m   
3261;3054                                              ;"TUBERIA NEGRA AC.3/4""x2mm-ESP.";m   
3262;17684                                             ;"TUBERIA NEGRA AC.4""x2.7mm ESP.";m   
3264;341                                               ;"TUBERIA NEGRA AC.SCH40 1""Ø";m   
3265;17501                                             ;"TUBERIA NEGRA AC.SCH40 1""Ø.SIN COSTURA.";m   
3266;4896                                              ;"TUBERIA NEGRA AC.SCH40 1/2""Ø SIN COSTURA";m   
3267;21728                                             ;"TUBERIA NEGRA AC.SCH40 1/4""Ø.";m   
3268;336                                               ;"TUBERIA NEGRA AC.SCH40 1_1/2""Ø. SIN COST";m   
3269;337                                               ;"TUBERIA NEGRA AC.SCH40 1_1/4""Ø.";m   
3272;345                                               ;"TUBERIA NEGRA AC.SCH40 2""Ø.";m   
3273;343                                               ;"TUBERIA NEGRA AC.SCH40 2_1/2""Ø.";m   
4468;16724                                             ;"TUBERIA NEGRA AC.SCH40 3""Ø SIN-COSTURA.";m   
3274;347                                               ;"TUBERIA NEGRA AC.SCH40 3""Ø.";m   
3275;1144                                              ;"TUBERIA NEGRA AC.SCH40 3/4""Ø.";m   
5289;0005289                                           ;"TUBERIA NEGRA AC.SCH40 3/4""Ø-SIN COSTURA";m   
3276;13744                                             ;"TUBERIA NEGRA AC.SCH40 3/8""Ø.";m   
3277;348                                               ;"TUBERIA NEGRA AC.SCH40 4""Ø.";m   
3281;353                                               ;"TUBERIA NEGRA AC.SCH80 1""Ø SIN COSTURA";m   
3282;354                                               ;"TUBERIA NEGRA AC.SCH80 1/2""Ø. SIN COSTUR";m   
131;2147                                              ;"TUBERIA NEGRA AC.SCH80 1_1/2""Ø.SIN COSTU";m   
3284;1630                                              ;"TUBERIA NEGRA AC.SCH80 2""Ø. SIN COSTURA";m   
3287;357                                               ;"TUBERIA NEGRA AC.SCH80 3/4""Ø.SIN COSTURA";m   
3293;1222                                              ;"TUBERIA PVC AGUA 1""Ø.";m   
3294;06361-002                                         ;"TUBERIA PVC AGUA PRESION 1/2"" 500PSI.";m   
3296;19048                                             ;"TUBERIA PVC DUAL 8""DIA NOVAFORT.";m   
3297;361                                               ;"TUBERIA PVC ELECTRICA 1/2""Ø.";m   
10949;0010949                                           ;TUBO ALUM.210mmØEx5mm-ESPx1000mm-LONG.;UND 
10946;0010946                                           ;TUBO CILINDRO HIDR.30ØIx42ØEx200mm.ANBAO;UND 
10945;0010945                                           ;TUBO CILINDRO HIDR.45ØIx54ØEx550mm.ANBAO;UND 
3307;635                                               ;"TUBO INSERTOR 1/2""-BRONCE-.";UND 
3308;1014                                              ;"TUBO INSERTOR 1/4""-BRONCE-.";UND 
3310;1013                                              ;"TUBO INSERTOR 3/8""-BRONCE-.";UND 
6811;9Q5809                                            ;TUERCA ABRAZADERA 9Q5809 INOX.304.BETTS;UND 
3317;13185                                             ;"TUERCA ALTA GR5 RF.1_1/8"".";UND 
3318;14438                                             ;"TUERCA ALTA GR5 RF.7/8""";UND 
911;20171                                             ;CARRETEL CCP CIVACONTROL 10875 HEIL.;UND 
3316;13184                                             ;"TUERCA ALTA GR8 RF.1_1/4"".";UND 
3319;1151                                              ;"TUERCA ALTA RF.1"".";UND 
3322;19                                                ;"TUERCA ALTA RF.3/4"".";UND 
3321;377                                               ;"TUERCA ALTA RF.7/8""-GUTEMBERTO!!!-.";UND 
965;13113                                             ;CILINDRO ELEVACION 450mm 0601110 ADAICO.;UND 
3324;22                                                ;"TUERCA HEX ARTILLERA GALV. RO.3/4"".";UND 
3327;17179                                             ;"TUERCA HEX SEGURIDAD RO.3/16""";UND 
3348;11033                                             ;"TUERCA HEX.G5.GALV.RO.9/16"".";UND 
3364;12092                                             ;"TUERCA HEX.G8.RF.1"".";UND 
12385;0012385                                           ;"TUERCA HEX.G8-T 2_1/2""-12RF AI-38004900";UND 
132;1063                                              ;"TUERCA HEX.GALV.RF.1/2"".";UND 
3333;11871                                             ;"TUERCA HEX.GALV.RF.3/16"".";UND 
3335;1061                                              ;"TUERCA HEX.GALV.RF.3/8"".";UND 
3336;12411                                             ;"TUERCA HEX.GALV.RF.5/16"".";UND 
133;1324                                              ;"TUERCA HEX.GALV.RF.5/8"".";UND 
1026;6966                                              ;"CODO 45° ROSCADO AC.300PSI 3""NPT.";UND 
1027;20010                                             ;"CODO 45° SOLD.AC.INOX.316L SCH40 4""Ø.";UND 
4354;26269                                             ;"CODO 90 SOLDABLE AC INOX 304 SCH-10 1"".";UND 
13726;013726                                            ;"TUERCA HEX.GALV.RF.7/8"".";UND 
3339;383                                               ;"TUERCA HEX.GALV.RO.1/2"".";UND 
1050;4315                                              ;"CODO 90° AC.INOX.304 150PSI 3/8""NPT.";UND 
1060;601                                               ;"CODO 90° SOLD.AC.SCH40 1""Ø.";UND 
3340;959                                               ;"TUERCA HEX.GALV.RO.1/4"".";UND 
3341;10009                                             ;"TUERCA HEX.GALV.RO.1/8"".";UND 
1078;20166                                             ;CODO 9607-0326 HEIL.;UND 
3343;5016                                              ;"TUERCA HEX.GALV.RO.3/16"".";UND 
134;27                                                ;"TUERCA HEX.GALV.RO.3/8"".";UND 
1094;21032-004                                         ;COMPONENTES 2RUEDAS VS-8002TM HENDRICKSO;UND 
135;391                                               ;"TUERCA HEX.GALV.RO.5/16"".";UND 
3346;2608                                              ;"TUERCA HEX.GALV.RO.5/8"".";UND 
1102;20021                                             ;CONECTOR HEMBRA 7VIAS 9673-0014 HEIL.;UND 
136;810                                               ;"TUERCA HEX.GALV.RO.7/8"".";UND 
3367;385                                               ;"TUERCA HEX.GR-5 RF.3/4"".";UND 
3350;20258                                             ;"TUERCA HEX.GR8 RF.1/2""";UND 
1156;17038-016                                         ;CORTINA LAT.EG-82 AGUILA-1 10-2011.;UND 
3351;23988                                             ;"TUERCA HEX.GR8 RF.1_1/4"".";UND 
12539;0012539                                           ;"TUERCA HEX.GR8 RF.3/4"".";UND 
10051;010051                                            ;"TUERCA HEX.GR8 RF.3/8"".";UND 
10050;010050                                            ;"TUERCA HEX.GR8 RF.5/16"".";UND 
1206;18809                                             ;CUÑA SOPORTE IZQ.TOLVA HEIL.;UND 
3352;1056                                              ;"TUERCA HEX.GR8 RF.5/8"".";UND 
3353;12587                                             ;"TUERCA HEX.GR8 RF.9/16"".";UND 
1221;1117                                              ;DISTRIB.AIRE AD25011-3ALB BETTS.;UND 
1222;1511                                              ;DISTRIB.AIRE AD25011-4ALB BETTS.;UND 
3354;14773                                             ;"TUERCA HEX.GR8 RO.1"".";UND 
4322;880                                               ;"EJE DE TRANSMISION TREN DE APOYO.1""Ox12""";UND 
4323;881                                               ;"EJE TRANSMISION TREN DE APOYO 1""x19"".";UND 
1245;883                                               ;EJE TRANSMISION XA-V-05123-B HOLLAND.;UND 
9099;09099                                             ;"TUERCA HEX.GR8 RO.3/4"".";UND 
5059;B010 BTI.                                         ;"EMPAQUE 6"" B010 BUNA-N BTI (P/DC-600AL)";UND 
5058;BTV-6-SEAT-530 BTI                                ;"EMPAQUE 6"" BTV-6-SEAT-530 BLK NITRIL BTI";UND 
3355;396                                               ;"TUERCA HEX.GR8 RO.5/8"".";UND 
1258;2497                                              ;"EMPAQUE ASBESTO PLOMAGINADO CUAD.3/16""";Lb  
1271;18815                                             ;EMPAQUE FLANCHE SILICONA 450º HEIL.;UND 
1273;13208                                             ;"EMPAQUE LLENADO 10"" 3024BU BETTS(MH8020)";UND 
1274;18940                                             ;"EMPAQUE LLENADO 10"" 3024TF BETTS(MH8020)";UND 
1275;24372                                             ;"EMPAQUE LLENADO 10"" 3024WH BETTS(MH8020)";UND 
3356;8974                                              ;"TUERCA HEX.INOX. RO.5/8"".";UND 
1292;12322                                             ;EMPAQUE NITRILO BLANCO 4-522-701 SURE;UND 
14428;0014428                                           ;"TUERCA HEX.INOX.RF.1/2"".";UND 
3357;2568                                              ;"TUERCA HEX.INOX.RF.3/8"".";UND 
1311;11580-001                                         ;"EMPAQUE TEFLON 1/8""ESPx152mmDE.AB-990910";UND 
1322;21611                                             ;EMPAQUE VULCANIZADO FLANCHE VALVULA INTE;UND 
1324;25310-001                                         ;EMPAQUES REP.CIL. SC5.213 SOPRANO.;UND 
1338;22356-007                                         ;ENSAMBLE SUP.TAPA RESORTE 46490 M/T;UND 
6814;19034TG                                           ;ESPACIADOR TEFLON+VIDRIO 19034TG BETTS;UND 
1344;478                                               ;ESPIGO INF.EN-0100600;UND 
3359;5837                                              ;"TUERCA HEX.INOX.RO.1/2"".";UND 
3358;402                                               ;"TUERCA HEX.INOX.RO.1/2"".";UND 
487;19990                                             ;"ESTANTE ALUM.5139-CEC-78 ALTO-78"" 3COMP";UND 
3360;403                                               ;"TUERCA HEX.INOX.RO.1/4"".";UND 
1363;18811                                             ;"FLANCHE ALUM.VALV.3"" HEIL.";UND 
1367;19562                                             ;FLAUTA COMBINACION 3-VALV.6131SSV BETTS.;UND 
3361;26                                                ;"TUERCA HEX.INOX.RO.3/8"".";UND 
3362;404                                               ;"TUERCA HEX.INOX.RO.5/16"".";UND 
1390;19353                                             ;FUSIBLE CONEXION 21050A BETTS.;UND 
3369;392                                               ;"TUERCA HEX.RF.5/8"".";UND 
3370;399                                               ;"TUERCA HEX.RF.9/16"".";UND 
7403;F877HD                                            ;GATILLO KIT F877HD (PARA FE8050) KINEDYN;UND 
1444;18800                                             ;GUARDABARRO ALUM.3-EJES IZQ.TOLVA HEIL.;UND 
11027;011027                                            ;TUERCA HEX.RO.7/8;UND 
7722;0007722                                           ;TUERCA HEX.SEGURIDAD 8mm P-1.25mm.;UND 
1476;23982                                             ;HERRAMIENTA VALV.6684MS BETTS.;UND 
3373;24999                                             ;"TUERCA HEX.SEGURIDAD INOX.RO.1/2""";UND 
3374;10861                                             ;"TUERCA HEX.SEGURIDAD INOX.RO.1/4"".";UND 
3376;14996                                             ;"TUERCA HEX.SEGURIDAD INOX.RO.3/8""";UND 
